,avg_assessment_accuracy,avg_assessment_time,prev_assessment_accuracy,tot_time_playing_game
3513,0.4897070015220691,38845.124197002144,1.0,1118930333
3514,0.5027623285131618,38147.978056426335,1.0,1286412277
3515,0.5125227190112677,37662.35384615385,1.0,1290923912
3516,0.4897708122682828,37428.37344794651,0.2,1308018754
3517,0.5043058284217403,36778.079555966695,,1328025954
3518,,262.0,,76208674
3519,1.0,12212.5,1.0,108485945
3520,1.0,12027.805555555555,1.0,143816515
3521,,,,102257201
3522,0.0,25803.405172413793,,897536353
3523,,20147.60606060606,,201379280
3524,,,,7321943
3525,0.1428571428571428,62005.71428571428,0.14285714285714285,19694480
3526,,,,3722106
3527,1.0,12475.333333333334,1.0,4720026
3528,0.6928571428571428,15108.271428571428,0.5,8960238
3529,0.8266129032258065,27830.266129032258,1.0,18703717
3530,0.8464285714285714,25683.285714285714,1.0,32690599
3531,,,,12720982
3532,0.5,20729.13953488372,0.5,44037356
3533,,,,14646473
3534,1.0,14691.80487804878,1.0,38458443
3535,0.20740740740740873,77413.30196078432,0.05555555555555555,99449828
3536,0.2458540630182434,74212.38432835821,1.0,136139592
3537,0.32853451458102734,68112.73089700997,1.0,171003324
3538,,,,4370645
3539,,,,853610540
3540,1.0,14130.0,1.0,973356684
3541,1.0,13480.193548387097,1.0,973839206
3542,1.0,13817.369565217392,1.0,974274632
3543,,,,45410383
3544,1.0,6362.0,1.0,84475676
3545,0.4999999999999994,14271.538461538461,0.3333333333333333,94905112
3546,,,,0
3547,1.0,16262.054054054053,1.0,601696
3548,0.472,48276.68,0.25,8656065
3549,0.6228571428571429,41232.6,1.0,9837185
3550,0.56656346749226,31982.331269349845,0.5,12951773
3551,,,,25270831
3552,,,,6022554
3553,1.0,9910.40909090909,1.0,6240583
3554,,,,6648573
3555,,,,8958
3556,0.0,3854.3,0.0,86044
3557,0.1680327868852459,7366.0327868852455,0.25,1631261
3558,0.09951456310679611,9529.539682539682,,2807300
3559,,,,360956366
3560,0.0,21001.40425531915,0.0,361943432
3561,,105.33333333333333,,4752011
3562,0.5,17354.979591836734,0.5,13871380
3563,0.5,17106.644444444446,0.5,14560584
3564,0.6150442477876106,15160.801724137931,1.0,29968529
3565,0.706081081081081,14020.30463576159,1.0,54122893
3566,0.7722513089005235,16122.345360824742,1.0,60616523
3567,,,,6458835
3568,1.0,10958.969696969696,1.0,93517629
3569,0.5601374570446751,19849.536082474227,0.3333333333333333,115253684
3570,0.5438596491228082,17974.75939849624,0.5,120942993
3571,,,,5186040
3572,0.5,28392.02564102564,0.5,6293329
3573,0.5,44942.58407079646,0.5,23141665
3574,0.3487654320987654,42577.51234567901,0.0,126277193
3575,0.344594594594594,43415.126126126124,0.3333333333333333,129017794
3576,0.3187499999999995,40838.65,0.0,222043211
3577,,,,47152321
3578,,,,30510384
3579,1.0,7806.2,1.0,73962178
3580,0.4895833333333325,17438.125,0.3333333333333333,84019201
3581,,,,248794528
3582,1.0,24593.0,1.0,357698597
3583,1.0,59379.640625,1.0,364561401
3584,,,,10591601
3585,,,,92848158
3586,,1016.0,,33739727
3587,0.0,31810.885714285716,0.0,143941159
3588,0.40384615384615385,24617.303571428572,1.0,161372531
3589,0.5633802816901409,21186.333333333332,1.0,168523685
3590,0.5298013245033113,20146.88679245283,0.0,172350656
3591,0.3686635944700461,22692.877192982458,,190080049
3592,0.4475806451612903,22444.548262548262,1.0,207453841
3593,0.5018181818181818,21185.097902097903,1.0,209247686
3594,,,,4164907
3595,0.5,12099.0,0.5,8307995
3596,,,,44457596
3597,0.0,20144.775,0.0,45263387
3598,,,,6737126
3599,1.0,27975.11111111111,1.0,59377160
3600,,,,18468825
3601,1.0,10338.82142857143,1.0,22972562
3602,0.32581967213114754,30734.786885245903,0.125,75704492
3603,0.2852777777777787,27502.344444444443,0.2,84693606
3604,0.329735682819384,25095.95154185022,0.5,105316295
3605,0.24301948051948105,27661.694805194806,0.0,117950988
3606,0.3122418879056052,25943.501474926255,1.0,147011106
3607,0.2633084577114432,25842.773631840795,0.0,173458520
3608,0.27049851190476176,24534.667410714286,0.3333333333333333,184512706
3609,0.2986766809728182,23659.567164179105,,274555055
3610,0.33573848238482373,23012.76767676768,1.0,278314772
3611,0.37867553865652714,22019.285444234403,1.0,291933453
3612,0.3981276856967464,21502.5641025641,1.0,336244399
3613,0.3937857961053843,21150.153846153848,0.3333333333333333,366648512
3614,0.40156581740976693,20882.058637083992,0.5,383363948
3615,0.40949243533430985,21176.215743440232,0.5,391947984
3616,0.43670856610800785,20552.36300417246,1.0,416284091
3617,0.42140610961365715,20128.157046979864,0.0,451097481
3618,0.4431690445309126,19736.763565891473,1.0,460076392
3619,0.45518189509306295,19421.86093552465,1.0,525830630
3620,0.4455058444175739,19095.83734939759,0.25,630047828
3621,0.4661622041133104,18765.794663573084,1.0,638054209
3622,0.47592380952380986,18548.59908883827,1.0,702620627
3623,0.46214259862468304,18467.96645021645,0.2,757958314
3624,0.4769095388947551,18174.096842105264,1.0,761009463
3625,0.48399305555555533,17977.82866043614,1.0,765958705
3626,0.43312894107414435,22390.451730418943,0.07142857142857142,817028210
3627,0.45358819584171484,21938.03950834065,1.0,854648295
3628,0.44337474120082615,22261.788990825688,0.25,907954997
3629,0.45787963393826386,21929.61657189277,1.0,919488802
3630,0.4774538386783266,21933.996867658574,1.0,949533874
3631,0.44873914237648743,24013.030935251798,0.125,1027368843
3632,0.4619290573372189,23688.90168539326,1.0,1046274391
3633,0.4401693989071,25551.02683246073,0.14285714285714285,1096653071
3634,0.4558689186318212,25114.53562340967,1.0,1106017116
3635,0.460340286557097,25029.204416403787,1.0,1173064346
3636,0.4572845979847804,24490.365794278758,,1173630728
3637,0.46811265618701875,24156.378878281623,1.0,1173879148
3638,0.46146443923407326,24126.86863425926,0.25,1175084286
3639,0.47077092933947523,23859.866325369738,1.0,1175338702
3640,0.4759032135386931,23799.198309859155,1.0,1175636634
3641,0.4681032889874342,23579.8291347207,0.2,1181478512
3642,0.4773738198983286,23329.581270182993,1.0,1217145465
3643,0.4860515979289402,23103.951826363154,1.0,1250389924
3644,0.45572269186142783,25746.970978848993,0.0625,1319299092
3645,0.4258434703240619,27991.892433910667,0.05263157894736842,1333203989
3646,0.4231554243229913,28182.10447100487,0.3333333333333333,1419544257
3647,0.43129073786272876,27920.92797904845,1.0,1424282381
3648,,,,36573755
3649,,,,7552575
3650,0.25,34675.92,0.25,84851490
3651,0.5588235294117647,26303.376470588235,1.0,85353481
3652,0.6900826446280992,23673.01652892562,1.0,110444996
3653,0.7580645161290323,21242.632258064517,1.0,132726190
3654,0.5559670781892994,30813.296296296296,0.2,166988751
3655,0.6062043795620429,29162.05109489051,1.0,176772531
3656,0.6485342019543966,27853.211726384365,1.0,186243036
3657,,,,354523095
3658,0.0,7628.666666666667,0.0,354637525
3659,0.0,44490.291666666664,,358794163
3660,0.24722222222222223,60637.8,0.5,365741088
3661,0.33578431372549017,54547.224880382775,1.0,365923465
3662,0.363265306122449,48310.716,0.5,437267504
3663,0.3772893772893773,44591.967625899284,0.5,557284225
3664,0.4276094276094276,41804.85761589404,1.0,616535241
3665,0.35082872928176795,39881.50136239782,0.0,618546685
3666,0.33866666666666667,39436.826315789476,0.0,618896168
3667,0.29952830188679247,37068.84848484849,0.0,673764988
3668,0.3888888888888889,35834.128309572305,1.0,692974334
3669,,,,23565188
3670,,,,23164818
3671,0.5,19979.54,0.5,48732476
3672,0.7252747252747253,22869.78021978022,1.0,60949525
3673,0.7685185185185185,20506.916666666668,1.0,68842179
3674,0.47472353870458367,33636.98578199052,0.16666666666666666,101120819
3675,0.5343137254901982,31156.18487394958,1.0,101438587
3676,0.5940170940170958,29035.15750915751,1.0,118948019
3677,0.6280760626398226,27385.107382550337,1.0,126109550
3678,0.6711177052423357,26676.905044510386,1.0,190590636
3679,0.7004504504504517,25604.824324324323,1.0,206857717
3680,,,,10379428
3681,,,,13131251
3682,,,,4282133
3683,1.0,18603.64,1.0,9715625
3684,,3190.625,,1768611
3685,0.0,17150.237288135595,,42502985
3686,,,,3848243
3687,1.0,12027.714285714286,1.0,6472670
3688,1.0,10552.530973451327,,7159942
3689,0.5826086956521739,13823.608695652174,0.0,14890957
3690,0.6666666666666666,13387.826315789474,1.0,15209043
3691,0.5485714285714286,13364.158371040725,0.0,15618835
3692,0.43243243243243246,13991.253731343284,0.0,16415012
3693,0.3404255319148936,16530.61280487805,0.0,28724926
3694,0.29906542056074764,16148.136239782016,0.0,29229251
3695,0.2553191489361702,17309.528436018958,0.0,30607506
3696,0.328537170263789,17097.09574468085,,88955388
3697,0.37360178970917224,16991.63,1.0,102167935
3698,0.3600597609561753,17478.077477477476,0.25,176384505
3699,0.4127056672760512,17621.018333333333,1.0,177256783
3700,0.4627926421404682,17733.720430107525,1.0,178228824
3701,0.42059270516717323,17491.902953586497,0.0,179120915
3702,,,,10682762
3703,0.5,17028.0,0.5,176036479
3704,,,,35473370
3705,,,,518010208
3706,1.0,21498.689655172413,1.0,610190895
3707,0.4084507042253521,32178.788732394365,0.0,632852466
3708,0.43010752688172044,27973.56989247312,0.5,646533447
3709,0.291970802919708,25579.66423357664,0.0,692131290
3710,0.18867924528301888,30560.61320754717,0.0,695105726
3711,0.1593625498007968,28635.219123505976,0.0,724115349
3712,,,,35988135
3713,0.0,33075.70769230769,0.0,50312407
3714,0.3627450980392157,26653.892156862745,1.0,79776055
3715,0.29485714285714404,34891.34285714286,0.2,109182737
3716,0.3222772277227733,32508.72277227723,0.5,109643514
3717,0.3632558139534893,31011.27441860465,1.0,109744176
3718,,,,466112122
3719,0.5,44610.0,0.5,482013347
3720,0.6612903225806451,34482.31578947369,,854927285
3721,0.20297029702970298,65277.92736077482,0.0,891369733
3722,0.1719077568134172,60972.831275720164,0.0,1307333863
3723,0.18453427065026362,59595.16262975778,0.25,1312147071
3724,0.15163074575624724,63535.78759894459,0.047619047619047616,1325861194
3725,0.19566003616636604,60867.914893617024,1.0,1326334531
3726,0.17910941897036986,57579.61123853211,0.0,1581742265
3727,0.1758241758241761,54912.124217118995,0.14285714285714285,1588026637
3728,0.1879889886989281,53599.51959798995,0.5,1594563990
3729,0.17874362859898082,51877.17686424474,0.0,1635827130
3730,0.18679811961347684,53374.59641255606,,3440788366
3731,,7443.4,,781489603
3732,0.0,29922.494736842105,0.0,803321146
3733,0.3103448275862069,26300.053435114503,1.0,803923816
3734,0.5480225988700564,30271.645833333332,1.0,806290665
3735,0.41450216450216315,30849.21505376344,0.14285714285714285,809085440
3736,,,,30096258
3737,1.0,19466.515151515152,1.0,117061261
3738,1.0,42602.7734375,1.0,173309989
3739,,,,2793117
3740,,,,15201605
3741,,,,39918860
3742,1.0,13479.67857142857,1.0,47115404
3743,1.0,11037.684210526315,1.0,69896891
3744,0.36538461538461536,24638.01923076923,0.0,87060629
3745,0.5285714285714286,21218.757142857143,1.0,96127782
3746,0.6413043478260869,18571.71195652174,1.0,96574351
3747,0.6986301369863014,15506.299270072992,,1378496746
3748,0.53125,19122.51020408163,0.0,2520089260
3749,0.5700636942675159,18826.90243902439,1.0,2520477366
3750,0.6186440677966102,18156.102689486554,1.0,2559154985
3751,0.6520618556701031,16755.845824411135,,2590909549
3752,0.6418269230769231,16468.614141414142,0.5,2591236533
3753,0.6816239316239316,17519.72029250457,1.0,2668795114
3754,,,,0
3755,0.0,7286.75,,408520
3756,0.0,8708.289855072464,0.0,1370963
3757,,,,21653487
3758,,,,70375620
3759,1.0,14180.777777777777,1.0,70758501
3760,1.0,13141.245614035088,1.0,104702029
3761,,,,13173590
3762,,,,3853500
3763,1.0,7607.0526315789475,,26186663
3764,0.7215189873417721,13254.378048780487,0.5,34618135
3765,0.7608695652173914,12170.2,1.0,59911337
3766,,,,31247166
3767,,,,8309778
3768,1.0,8860.375,1.0,40214850
3769,,,,9054961
3770,0.5,14800.866666666667,0.5,12463232
3771,0.31344537815126083,28924.428571428572,0.2,18621276
3772,0.4729032258064519,24335.196202531646,,27187779
3773,0.5766839378238344,21751.367346938776,1.0,41496568
3774,0.5640692640692643,21619.36752136752,0.5,100041645
3775,0.6311355311355313,20655.067857142858,,262164180
3776,0.6597972972972974,19828.973597359734,1.0,285409959
3777,0.6891975308641977,18878.755287009062,1.0,289424027
3778,0.7218232044198897,18340.38211382114,1.0,308772331
3779,0.6880562060889931,20132.029953917052,0.5,394688116
3780,0.6694092827004221,19975.37837837838,0.5,406606570
3781,0.6897029702970299,20137.08984375,1.0,417958883
3782,0.7032196969696971,19600.25981308411,1.0,421296795
3783,0.7246045694200353,19113.055555555555,1.0,495523285
3784,0.6550769230769256,21320.34398782344,0.16666666666666666,506712904
3785,0.6429787234042575,21006.775280898877,0.5,525512930
3786,0.6603238866396782,20712.33155080214,1.0,531890772
3787,0.6074119241192407,21131.06892382104,0.1111111111111111,533873342
3788,0.602297070589753,20801.256912442397,0.5,534453439
3789,0.6169773800646279,20371.843507214206,1.0,534752979
3790,0.6097353386965134,20651.17720207254,,579489818
3791,,,,173820098
3792,1.0,20436.75,1.0,174719315
3793,1.0,16873.12676056338,1.0,182054817
3794,0.398876404494382,60709.7808988764,0.0,222021222
3795,,,,6053496
3796,1.0,9263.076923076924,1.0,40039112
3797,0.17333333333333334,27890.024390243903,,176412842
3798,0.42592592592592593,24469.147826086955,1.0,176939812
3799,,,,9758822
3800,0.5,14012.5,,58711131
3801,0.6588235294117647,12464.161290322581,1.0,68924381
3802,0.7583333333333333,13028.9609375,1.0,71640893
3803,0.6298449612403086,14481.56111111111,0.3333333333333333,88137188
3804,0.6701208981001714,14388.850746268658,1.0,88422666
3805,0.7267525035765369,13402.082987551867,1.0,112773314
3806,0.6252815315315307,13698.450657894737,0.25,187141286
3807,0.6387079261672087,13310.768253968254,1.0,188538830
3808,0.5607638888888883,16228.487244897959,0.25,193534366
3809,0.6003159557661921,15421.958139534883,1.0,226283548
3810,0.6276674025018391,15082.470715835141,1.0,236990224
3811,0.6486111111111106,14725.422131147541,1.0,244221358
3812,,,,4893883
3813,1.0,8920.513513513513,1.0,39807655
3814,0.2107371794871795,57148.820512820515,0.0625,75900240
3815,0.18678977272727273,51702.39772727273,0.0,76709319
3816,0.22774280575539568,49385.467625899284,1.0,105759360
3817,,,,3108420
3818,1.0,30692.309523809523,1.0,20407142
3819,,,,1713365968
3820,0.0,39818.769230769234,0.0,3862869754
3821,0.17042606516290718,28772.537414965987,,4745752025
3822,0.13178294573643404,34748.915384615386,,5299587575
3823,0.10303030303030297,32284.11038961039,0.0,5659034994
3824,0.06746031746031741,42082.25943396227,0.0,6026411673
3825,0.054226475279106824,62321.33596837945,0.0,6442068770
3826,0.04874551971326162,58874.826401446655,0.0,6443091953
3827,0.11427696078431371,57652.5253164557,0.5,6446970570
3828,0.17915956842703007,55867.78962962963,1.0,6510289026
3829,0.14770599250936328,155182.66875,0.0,6596724403
3830,0.16732979664014144,148567.87173396675,0.5,6597672416
3831,0.17028548451950054,140648.75027262812,0.2,6671230472
3832,0.13812785388127782,132376.76396396395,0.0,6689193776
3833,0.10495662949194494,121563.39776692254,0.0,6725354545
3834,,,,17432127
3835,0.0,19611.045454545456,0.0,38214931
3836,0.0,17093.885245901638,0.0,55218624
3837,0.0,15694.056603773584,0.0,64902075
3838,,,,10697280
3839,1.0,9530.0,1.0,46304694
3840,1.0,9726.546875,1.0,71350845
3841,0.6434426229508197,16617.262295081968,0.25,73997089
3842,,,,2721354
3843,,,,2194506
3844,1.0,6994.25,1.0,140654108
3845,,,,0
3846,0.0,13786.783333333333,,70660566
3847,0.3048780487804878,12319.329411764706,1.0,70880502
3848,0.21367521367521367,13401.533333333333,,71843589
3849,0.31179775280898875,15783.471962616823,,257283612
3850,0.19270833333333334,20882.216049382718,0.0,289515773
3851,0.16920731707317074,19835.403846153848,0.0,298158689
3852,0.14158163265306123,19231.429906542056,0.0,299169654
3853,,,,0
3854,,,,19867304
3855,1.0,15550.205128205129,1.0,40586379
3856,0.7166666666666667,21655.31111111111,0.5,68215658
3857,0.8068181818181818,21286.310606060608,1.0,69076473
3858,0.7664473684210527,19323.157894736843,0.5,87104762
3859,0.8101604278074866,20232.326203208555,1.0,134044582
3860,0.8333333333333334,19668.11267605634,1.0,134450445
3861,0.0,12481.857142857143,0.0,436865
3862,,,,48963434
3863,,,,125012820
3864,0.5,16788.045454545456,0.5,184290796
3865,0.717948717948718,16299.628205128205,1.0,218320236
3866,,,,0
3867,0.19999999999999962,29317.43010752688,0.2,2726521
3868,,6152.222222222223,,213017672
3869,1.0,10934.313253012047,1.0,291300173
3870,,,,7156397
3871,1.0,9772.59090909091,1.0,18527427
3872,1.0,24216.174603174604,1.0,27643596
3873,1.0,20299.069306930694,1.0,39450638
3874,1.0,22149.979166666668,1.0,40590029
3875,1.0,20868.68361581921,1.0,43089845
3876,0.8702928870292888,24728.887029288704,0.5,45306292
3877,,,,18564167
3878,1.0,13454.727272727272,1.0,19156175
3879,1.0,14162.560975609756,1.0,41686511
3880,,,,0
3881,1.0,17150.1,1.0,514503
3882,,,,21848724
3883,1.0,12622.481481481482,1.0,30278845
3884,,,,29180191
3885,1.0,7139.384615384615,1.0,37861498
3886,1.0,19908.469387755104,1.0,42577963
3887,,,,182074874
3888,,,,72516028
3889,1.0,16391.64285714286,1.0,73204477
3890,,,,52993916
3891,0.0,20066.6,0.0,95961942
3892,,,,140640089
3893,0.3333333333333332,28445.634920634922,0.3333333333333333,213338528
3894,0.1409395973154362,44820.67785234899,0.0,251066455
3895,0.350253807106599,43441.82233502538,1.0,262316920
3896,0.4311111111111111,40215.724444444444,1.0,268973032
3897,,,,26902551
3898,0.0,37167.07042253521,0.0,38315605
3899,0.0,33873.54838709677,0.0,111856896
3900,0.21518987341772153,27367.423469387755,,645104081
3901,0.16831683168316833,26346.154166666667,0.0,723259787
3902,,,,7970976
3903,1.0,16259.538461538461,1.0,8605098
3904,1.0,15097.683544303798,,54489188
3905,0.738888888888887,17886.31746031746,0.3333333333333333,55562185
3906,,,,97153789
3907,,,,4918059
3908,1.0,8707.823529411764,1.0,25868017
3909,,,,3041471
3910,0.0,25990.02857142857,0.0,40715966
3911,0.0,22608.45945945946,0.0,53808560
3912,0.0,26792.152046783627,0.0,55880479
3913,,,,15384723
3914,,,,256107004
3915,,,,144078637
3916,1.0,11303.961538461539,1.0,160773785
3917,0.5959595959595965,17296.742424242424,0.3333333333333333,164183828
3918,0.31978319783197856,35808.26829268293,0.0,178050809
3919,0.25376344086021524,34703.18709677419,0.0,181194449
3920,,,,12332294
3921,0.19999999999999998,18420.304347826088,0.2,13179628
3922,0.4958904109589041,14724.493150684932,1.0,14666606
3923,,,,28058131
3924,1.0,15036.846153846154,1.0,28449089
3925,0.7027027027027027,12516.351351351352,0.0,35067752
3926,0.2988505747126437,22279.05747126437,0.0,56541911
3927,0.4019607843137255,18161.85087719298,,86041211
3928,0.5933333333333334,17966.524691358023,1.0,91314385
3929,0.6257668711656442,17126.49142857143,1.0,154334249
3930,0.6822916666666666,16845.004901960783,1.0,154773494
3931,0.7239819004524887,16120.75965665236,1.0,197380453
3932,0.6250000000000024,20972.35714285714,0.3333333333333333,200083802
3933,0.6430868167202595,20396.188854489163,1.0,200212285
3934,0.6171052631578966,24554.673469387755,0.5,365266125
3935,0.6425061425061441,23797.89737470167,1.0,371313889
3936,0.6744966442953035,22886.010893246188,1.0,388529485
3937,0.6595092024539891,22824.74850299401,0.5,393784669
3938,0.6689860834990073,22404.739805825244,1.0,408144016
3939,0.6994584837545139,23632.43816254417,1.0,415479814
3940,0.7134251290877809,23054.735244519394,1.0,415775312
3941,0.7314516129032269,22332.865506329115,1.0,439022859
3942,0.6506456241033008,23961.34414668547,0.0,543908131
3943,0.6757656458055935,23973.46133682831,1.0,547354052
3944,0.691381495564006,23369.430711610486,1.0,555882551
3945,0.7076830732292926,23250.269822485207,1.0,556810115
3946,0.7171893147502911,22919.383734249714,1.0,557518916
3947,0.7276286353467569,22661.596026490068,1.0,558041700
3948,0.7327113062568613,22650.07258938245,1.0,558416311
3949,0.6991828396322786,44567.37134207871,0.25,581676559
3950,,,,0
3951,1.0,18508.37837837838,1.0,684810
3952,1.0,15197.88,1.0,759894
3953,0.37357954545454547,73239.55113636363,0.125,12890161
3954,0.51,60875.56,1.0,13697001
3955,0.5080071174377224,54781.02135231317,0.5,42834138
3956,0.5597133757961783,50706.20700636943,1.0,43362420
3957,,,,3883732
3958,1.0,13475.166666666666,1.0,28312410
3959,1.0,16458.776470588236,1.0,34874466
3960,1.0,15185.744897959185,1.0,45071066
3961,1.0,14656.1015625,1.0,73565706
3962,,,,460479392
3963,1.0,21562.694444444445,1.0,461255649
3964,0.5913978494623671,35241.344086021505,0.3333333333333333,508630077
3965,0.3946524064171144,44531.866310160425,0.2,666242722
3966,0.3410852713178318,42272.558139534885,0.2,668821583
3967,0.33984799131379057,38992.17263843648,0.3333333333333333,1035717195
3968,0.3389671361502351,38331.05352112676,0.3333333333333333,1037354122
3969,0.361245954692557,36939.30582524272,0.5,1038965592
3970,0.3762626262626266,36849.65800865801,0.5,1040771140
3971,0.3867986798679871,35692.91287128713,0.5,1316584496
3972,0.25667980727113465,70701.28120893562,0.0,1888608134
3973,0.25434027777777796,70082.68880208333,0.0,1888627964
3974,0.23676767676767696,67428.59636363636,0.0,1931285930
3975,0.2729022324865283,64898.65473441109,1.0,2951231134
3976,0.26569545612209405,64838.89802289282,0.2,3023483243
3977,0.29149933065595623,62979.9608433735,1.0,3023901103
3978,0.3142209264658235,61402.608357628764,1.0,3024356346
3979,0.3155031731640958,61199.11786038078,0.3333333333333333,3028675689
3980,,,,914674
3981,,,,73754486
3982,1.0,12907.242424242424,1.0,95095574
3983,0.4904761904761915,52569.90714285714,0.3333333333333333,124151797
3984,,,,32601037
3985,1.0,6287.0,1.0,48472535
3986,1.0,11490.31914893617,1.0,48930849
3987,0.7447916666666666,16068.09375,0.5,53748331
3988,0.8237410071942446,15974.187050359713,1.0,61117218
3989,0.7406417112299465,18708.919786096256,0.5,62395374
3990,0.7733644859813084,17306.41121495327,1.0,62600378
3991,,,,326497
3992,,,,42091509
3993,0.0,36289.44329896907,0.0,58233406
3994,0.2706766917293233,29592.330827067668,1.0,84415244
3995,,,,381975702
3996,,,,0
3997,,,,13735861
3998,1.0,7600.580645161291,1.0,13971479
3999,,,,43711039
4000,1.0,17503.243902439026,1.0,44428672
4001,1.0,14198.579710144928,1.0,48878096
4002,0.552,18611.632,0.0,64594107
4003,0.3382352941176471,20184.446078431374,0.0,86062701
4004,0.23232323232323232,19219.205387205388,0.0,90970373
4005,0.3048780487804878,18597.628048780487,1.0,91362291
4006,0.3595505617977528,17986.46629213483,1.0,91665451
4007,,,,2503793
4008,,,,5608610
4009,,28.0,,133297154
4010,1.0,7586.153846153846,1.0,145565976
4011,0.25842696629213485,25101.5,,239461890
4012,0.45,21382.082706766916,1.0,243480121
4013,0.3068181818181818,23460.190476190477,0.0,413369801
4014,0.33886255924170616,18737.51879699248,,420959624
4015,0.33771929824561303,17998.816199376946,0.3333333333333333,447248949
4016,0.2851851851851844,17177.691891891893,0.0,451403217
4017,0.3055555555555548,16578.925558312654,0.5,518032412
4018,0.26190476190476125,16089.464208242951,0.0,536317547
4019,0.24444444444444385,15512.467346938776,0.0,545714090
4020,0.23216885007277963,15078.853801169591,0.0,628079800
4021,0.2506775067750672,14581.411334552102,0.5,631475615
4022,0.30440251572327,14470.194871794873,1.0,644727664
4023,0.31253767329716653,14186.455592105263,0.5,654468807
4024,0.29594748858447445,14160.718309859154,0.0,738032553
4025,0.25268031189083784,15192.048322147652,,759148771
4026,0.23230286738351222,15544.446210268949,,823268372
4027,0.22272336769759418,17847.28,0.0,825725993
4028,0.21151444184230989,19423.697198275862,0.1,835972384
4029,0.2027310138421242,19884.167860798363,,901812494
4030,0.19806286549707527,19565.75250501002,0.0,920526671
4031,0.1869910282953754,19240.32699619772,0.0,955901411
4032,0.18747092057161738,19178.76492194674,0.2,1008248232
4033,,,,1052335
4034,0.5,14575.2,0.5,3673908
4035,0.7426470588235294,13875.779411764706,1.0,21370290
4036,0.6601941747572816,15443.970873786408,0.5,186576207
4037,0.4956395348837209,20439.04069767442,0.25,196928998
4038,,,,114952720
4039,0.0,60336.89166666667,0.0,263312467
4040,0.0,48535.35164835165,0.0,337425360
4041,0.18385650224215247,41833.29596412556,1.0,380917536
4042,0.1524163568773234,38913.810408921934,0.0,382056526
4043,0.1277258566978193,36529.53582554517,0.0,383314692
4044,0.1168091168091168,34739.88319088319,0.0,528323415
4045,0.10991957104557641,33222.65147453083,0.0,617144815
4046,0.09624413145539906,31515.950704225354,0.0,643272003
4047,0.08668076109936575,30415.010570824525,0.0,777464492
4048,0.1394422310756972,29382.109561752986,1.0,777828011
4049,0.18490566037735848,29235.85283018868,1.0,1093039449
4050,0.2434325744308231,28007.116724738677,,1104409225
4051,0.22063492063492063,28055.01737756714,0.0,1123989348
4052,0.26606875934230195,27273.912202380954,1.0,1124558591
4053,0.2985714285714286,26643.852062588903,1.0,1347854987
4054,0.32554945054945056,26115.670314637482,1.0,1383579044
4055,0.3392405063291139,25731.05296343001,0.5,1384893214
4056,0.36496350364963503,25215.37818181818,1.0,1385291176
4057,0.3570215175537939,25750.039503386004,0.25,1388635490
4058,0.3386143931256713,25492.839400428267,0.0,1419016073
4059,0.36191709844559583,25019.19318181818,1.0,1483081179
4060,0.3430746561886051,24939.036062378167,,1551061470
4061,0.36065965583174,24587.31973434535,1.0,1551389054
4062,0.38078703703703703,24142.542279411766,1.0,1563767074
4063,0.4012981199641898,23840.532444444445,1.0,1601405958
4064,0.37510460251046024,24437.117452440034,,1604129834
4065,0.3918973941368078,24164.91304347826,1.0,1661460264
4066,0.36541381928625666,25191.296769346358,0.0,1759841145
4067,0.36976487876561354,25101.382545454544,0.5,4323260934
4068,0.3748234463276836,24725.093706293705,0.5,4418800392
4069,0.36339933993399637,26360.096141268805,0.2,4478364222
4070,,,,22207901
4071,1.0,16736.923076923078,1.0,62356516
4072,1.0,60462.71527777778,1.0,163681101
4073,1.0,53325.40935672515,1.0,231067077
4074,0.6218181818181818,54837.112727272724,0.0,254959450
4075,0.6655948553054662,50708.12218649518,1.0,299637078
4076,0.6790123456790124,49024.2037037037,1.0,349508349
4077,0.5225653206650831,51825.68883610451,0.0,377466039
4078,,,,793184
4079,0.0,42106.796116504855,0.0,5130184
4080,,,,29638006
4081,,,,80557008
4082,,,,86764480
4083,0.5,19852.327272727274,0.5,93082375
4084,0.7916666666666666,24129.704545454544,1.0,268445530
4085,0.5588235294117647,26259.25668449198,0.0,526018294
4086,0.5452674897119342,24284.411522633745,0.5,548531066
4087,0.31176470588235294,54416.30823529412,0.0,565756885
4088,0.3641304347826087,51532.09130434783,1.0,566334716
4089,0.3125,48532.51679104478,0.0,568910467
4090,0.3635578583765112,45922.671848013815,1.0,569486265
4091,0.3746031746031746,43516.153968253966,0.5,570312215
4092,0.4084084084084084,41880.88138138138,1.0,570789705
4093,,,,102912930
4094,1.0,15348.67857142857,1.0,106996375
4095,0.6794871794871795,18361.21794871795,0.5,115311786
4096,,,,21867753
4097,1.0,7677.615384615385,1.0,21967562
4098,,,,14709268
4099,0.125,42722.6125,0.125,18127077
4100,0.125,40982.48630136986,0.125,26962352
4101,0.30570652173913043,36161.55434782609,1.0,27632635
4102,0.31206415620641526,36204.47107438016,,230041544
4103,,,,204529676
4104,1.0,19969.49019607843,1.0,212274918
4105,1.0,16741.112359550563,1.0,233605173
4106,1.0,16016.149606299212,1.0,234149265
4107,1.0,14981.816568047338,1.0,234647141
4108,0.8203883495145631,13922.043689320388,0.0,240176256
4109,0.8412017167381974,13581.776824034334,1.0,240472869
4110,,,,228626572
4111,0.25,24564.611940298506,,397581958
