,2010,2020,2025,2030,2035,3010,3020,3021,3110,3120,3121,4020,4025,4030,4035,4040,4070,4080,4090,4100,4110,assessment_taken,part_of_day,playtime_vs_avg,time_playing_for,times_took_asses
4994,3,71,8,59,7,191,16,55,189,15,53,148,14,180,14,69,338,0,2,23,0,,1.746823,1.847795,83683,
4995,3,71,8,59,7,191,16,55,189,15,53,148,14,180,14,69,338,0,2,23,0,,1.746823,1.593865,0,
4996,3,71,8,59,7,191,16,55,189,15,53,148,14,180,14,69,338,0,2,23,0,,1.556186,0.673928,142398,
4997,2,28,0,19,0,91,5,21,87,5,17,85,28,112,12,15,59,0,0,6,1,,1.746823,0,58818,
4998,2,28,0,19,0,91,5,21,87,5,17,85,28,112,12,15,59,0,0,6,1,0.67,1.746823,0,47431,39
4999,2,28,0,19,0,91,5,21,87,5,17,85,28,112,12,15,59,0,0,6,1,,1.524239,5.545205,97735,
5000,2,28,0,19,0,91,5,21,87,5,17,85,28,112,12,15,59,0,0,6,1,,1.524239,4.696056,46809,
5001,2,28,0,19,0,91,5,21,87,5,17,85,28,112,12,15,59,0,0,6,1,,1.524239,3.301794,140547,
5002,0,32,2,23,1,261,22,15,259,21,15,147,12,257,40,4,488,0,7,11,0,,1.556186,0.859091,517064,
5003,0,32,2,23,1,261,22,15,259,21,15,147,12,257,40,4,488,0,7,11,0,,1.502395,-3.392374,188844,
5004,0,32,2,23,1,261,22,15,259,21,15,147,12,257,40,4,488,0,7,11,0,2.08,1.502395,-3.240893,77915,104
5005,1,37,1,31,1,156,12,9,152,11,9,150,81,364,127,17,476,0,1,1,0,,1.502395,0,0,
5006,2,18,2,17,0,56,28,17,56,28,17,77,0,130,17,17,82,0,0,2,0,,1.556186,5.797203,206810,
5007,2,18,2,17,0,56,28,17,56,28,17,77,0,130,17,17,82,0,0,2,0,1.86,1.556186,5.613995,20728,14
5008,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.502395,0,107330,
5009,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.502395,0,0,
5010,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.502395,0,0,
5011,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.524239,14.843972,0,
5012,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.524239,14.534722,0,
5013,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.502395,-5.914405,0,
5014,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.502395,-5.787538,0,
5015,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.502395,-7.725316,0,
5016,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.502395,-7.54058,0,
5017,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.502395,-7.088556,0,
5018,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.502395,-7.283702,0,
5019,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.502395,-7.175421,0,
5020,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.502395,-6.772685,0,
5021,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,2.08,1.502395,-6.669737,20269,89
5022,5,36,4,19,2,187,138,35,184,133,32,246,110,358,66,17,501,0,2,36,10,,1.502395,-6.447017,0,
5023,2,16,2,15,1,225,2,18,223,2,18,178,22,236,5,0,217,0,1,2,1,,1.746823,0,80752,
5024,2,16,2,15,1,225,2,18,223,2,18,178,22,236,5,0,217,0,1,2,1,,1.746823,0,37534,
5025,0,16,0,12,0,47,13,14,46,12,14,48,4,72,7,17,49,0,0,1,0,,1.524239,1.980519,6678101,
5026,3,33,1,25,1,174,43,28,172,41,28,99,153,308,12,38,127,0,2,50,5,,1.524239,-0.828488,140331,
5027,3,33,1,25,1,174,43,28,172,41,28,99,153,308,12,38,127,0,2,50,5,,1.524239,0.656992,268370,
5028,3,33,1,25,1,174,43,28,172,41,28,99,153,308,12,38,127,0,2,50,5,,1.524239,0.645078,0,
5029,3,33,1,25,1,174,43,28,172,41,28,99,153,308,12,38,127,0,2,50,5,,1.556186,-14.281753,0,
5030,3,33,1,25,1,174,43,28,172,41,28,99,153,308,12,38,127,0,2,50,5,,1.556186,-14.055458,0,
5031,3,33,1,25,1,174,43,28,172,41,28,99,153,308,12,38,127,0,2,50,5,,1.524239,2.298291,0,
5032,3,33,1,25,1,174,43,28,172,41,28,99,153,308,12,38,127,0,2,50,5,,1.524239,2.267285,0,
5033,3,33,1,25,1,174,43,28,172,41,28,99,153,308,12,38,127,0,2,50,5,,1.524239,1.933142,114334,
5034,2,14,0,12,0,18,1,7,16,1,7,20,0,18,7,0,44,0,0,3,0,,1.556186,-0.97619,0,
5035,2,14,0,12,0,18,1,7,16,1,7,20,0,18,7,0,44,0,0,3,0,1.86,1.556186,-0.616541,24335,49
5036,3,37,1,33,1,244,34,19,241,34,18,209,60,287,72,2,167,0,1,3,1,,1.502395,0,0,
5037,3,37,1,33,1,244,34,19,241,34,18,209,60,287,72,2,167,0,1,3,1,,1.556186,1.914498,56728,
5038,3,37,1,33,1,244,34,19,241,34,18,209,60,287,72,2,167,0,1,3,1,,1.556186,1.407104,165034,
5039,0,24,37,10,0,103,44,10,94,42,10,192,0,196,4,0,89,0,4,7,3,,1.524239,-0.144737,175,
5040,0,24,37,10,0,103,44,10,94,42,10,192,0,196,4,0,89,0,4,7,3,,1.524239,-0.129412,0,
5041,0,24,37,10,0,103,44,10,94,42,10,192,0,196,4,0,89,0,4,7,3,,1.524239,-0.116197,28699,
5042,0,24,37,10,0,103,44,10,94,42,10,192,0,196,4,0,89,0,4,7,3,,1.556186,-4.934483,0,
5043,0,24,37,10,0,103,44,10,94,42,10,192,0,196,4,0,89,0,4,7,3,,1.556186,-4.807391,0,
5044,0,24,37,10,0,103,44,10,94,42,10,192,0,196,4,0,89,0,4,7,3,,1.556186,-4.727974,0,
5045,0,3,1,1,0,50,15,1,49,15,1,26,0,159,76,56,187,0,10,14,0,,1.502395,-14.369231,9915,
5046,4,102,3,80,2,458,64,74,450,62,73,500,112,548,126,73,1023,0,1,14,6,,1.556186,-8.521505,133565,
5047,4,102,3,80,2,458,64,74,450,62,73,500,112,548,126,73,1023,0,1,14,6,,1.502395,-13.384615,131115,
5048,4,102,3,80,2,458,64,74,450,62,73,500,112,548,126,73,1023,0,1,14,6,,1.502395,-11.43322,42247,
5049,4,102,3,80,2,458,64,74,450,62,73,500,112,548,126,73,1023,0,1,14,6,,1.502395,-10.051665,120931,
5050,4,102,3,80,2,458,64,74,450,62,73,500,112,548,126,73,1023,0,1,14,6,,1.502395,-9.405114,145774,
5051,4,102,3,80,2,458,64,74,450,62,73,500,112,548,126,73,1023,0,1,14,6,,1.502395,-7.613519,162428,
5052,4,102,3,80,2,458,64,74,450,62,73,500,112,548,126,73,1023,0,1,14,6,,1.524239,10.837531,91130,
5053,6,232,5,228,5,704,67,147,702,67,146,566,134,528,69,34,387,0,6,34,4,,1.502395,-0.25,0,
5054,6,232,5,228,5,704,67,147,702,67,146,566,134,528,69,34,387,0,6,34,4,,1.502395,-0.094086,138813,
5055,6,232,5,228,5,704,67,147,702,67,146,566,134,528,69,34,387,0,6,34,4,,1.502395,-1.017764,164797,
5056,6,232,5,228,5,704,67,147,702,67,146,566,134,528,69,34,387,0,6,34,4,,1.502395,-0.869255,211124,
5057,6,232,5,228,5,704,67,147,702,67,146,566,134,528,69,34,387,0,6,34,4,,1.502395,-0.73371,389079,
5058,6,232,5,228,5,704,67,147,702,67,146,566,134,528,69,34,387,0,6,34,4,,1.556186,4.983425,40930,
5059,6,232,5,228,5,704,67,147,702,67,146,566,134,528,69,34,387,0,6,34,4,,1.556186,4.475039,53737,
5060,0,64,0,60,0,87,40,12,86,40,12,126,0,47,2,0,41,0,0,5,0,,1.502395,-4.359281,0,
5061,0,15,1,13,1,85,2,17,85,2,15,35,3,7,0,4,99,0,0,6,0,,1.502395,0,0,
5062,1,22,0,19,0,53,13,3,51,13,3,68,10,112,18,0,23,0,0,6,0,,1.502395,0,0,
5063,1,22,0,19,0,53,13,3,51,13,3,68,10,112,18,0,23,0,0,6,0,,1.502395,0,0,
5064,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,114190,
5065,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,0,
5066,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,0,
5067,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,32657,35
5068,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,0,
5069,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,18509,
5070,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,79379,
5071,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,113423,
5072,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,31589,68
5073,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,33051,104
5074,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,176101,
5075,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,123486,
5076,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,4465,
5077,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,73437,
5078,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,,1.524239,0,0,
5079,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,1.86,1.524239,0,30524,94
5080,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,1.86,1.524239,0,25655,115
5081,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,1.86,1.524239,0,23544,136
5082,13,59,9,43,6,434,25,61,428,25,61,251,120,381,29,35,366,0,1,23,5,1.86,1.524239,0,47656,184
5083,0,8,3,1,2,108,9,10,105,9,9,110,22,155,27,12,281,0,4,7,0,,1.502395,-0.673469,0,
5084,0,8,3,1,2,108,9,10,105,9,9,110,22,155,27,12,281,0,4,7,0,,1.502395,0.165746,0,
5085,0,8,3,1,2,108,9,10,105,9,9,110,22,155,27,12,281,0,4,7,0,,1.502395,0.151899,19463,
5086,1,8,1,6,1,70,7,10,70,7,9,10,17,19,1,0,11,0,0,1,6,,1.502395,0,0,
5087,1,8,1,6,1,70,7,10,70,7,9,10,17,19,1,0,11,0,0,1,6,,1.556186,1.303965,53377,
5088,2,24,2,17,1,119,33,21,118,33,21,140,17,131,22,2,185,0,2,6,0,,1.524239,0,212061,
5089,2,24,2,17,1,119,33,21,118,33,21,140,17,131,22,2,185,0,2,6,0,,1.524239,0,40900,
5090,2,24,2,17,1,119,33,21,118,33,21,140,17,131,22,2,185,0,2,6,0,,1.556186,-10.418719,0,
5091,3,26,1,21,1,118,15,29,116,15,26,131,34,153,15,18,123,0,1,11,0,,1.502395,0,77586,
5092,3,26,1,21,1,118,15,29,116,15,26,131,34,153,15,18,123,0,1,11,0,,1.502395,0,10296,
5093,3,26,1,21,1,118,15,29,116,15,26,131,34,153,15,18,123,0,1,11,0,,1.746823,9.623352,50481,
5094,3,26,1,21,1,118,15,29,116,15,26,131,34,153,15,18,123,0,1,11,0,,1.746823,6.578041,61448,
5095,2,9,1,7,1,97,4,12,97,3,12,37,15,61,6,0,68,0,0,7,1,,1.502395,0,0,
5096,2,9,1,7,1,97,4,12,97,3,12,37,15,61,6,0,68,0,0,7,1,,1.502395,0,66732,
5097,2,40,2,37,2,213,5,44,211,5,44,136,44,119,2,4,135,0,0,6,5,,1.502395,0,0,
5098,2,40,2,37,2,213,5,44,211,5,44,136,44,119,2,4,135,0,0,6,5,,1.502395,0,68803,
5099,0,67,30,49,0,243,112,55,237,109,54,328,26,365,34,0,172,0,16,35,0,,1.502395,0,8873,
5100,0,67,30,49,0,243,112,55,237,109,54,328,26,365,34,0,172,0,16,35,0,0.67,1.502395,0,25910,34
5101,0,67,30,49,0,243,112,55,237,109,54,328,26,365,34,0,172,0,16,35,0,,1.502395,0,0,
5102,0,67,30,49,0,243,112,55,237,109,54,328,26,365,34,0,172,0,16,35,0,,1.502395,-1.740249,0,
5103,0,67,30,49,0,243,112,55,237,109,54,328,26,365,34,0,172,0,16,35,0,,1.556186,0.688178,0,
5104,0,67,30,49,0,243,112,55,237,109,54,328,26,365,34,0,172,0,16,35,0,,1.556186,0.679063,0,
5105,0,67,30,49,0,243,112,55,237,109,54,328,26,365,34,0,172,0,16,35,0,0.67,1.556186,0.669513,24692,193
5106,0,67,30,49,0,243,112,55,237,109,54,328,26,365,34,0,172,0,16,35,0,,1.556186,0.658922,0,
5107,1,83,5,73,4,237,56,66,231,56,66,264,36,323,39,32,468,0,5,21,1,,1.502395,1.49744,106132,
5108,1,83,5,73,4,237,56,66,231,56,66,264,36,323,39,32,468,0,5,21,1,,1.502395,1.219178,0,
5109,1,5,1,5,1,19,0,7,19,0,7,18,3,21,2,1,47,0,0,1,0,,1.502395,0,0,
5110,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,,1.556186,2.875653,79866,
5111,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,,1.556186,2.536406,698,
5112,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,,1.556186,1.843503,0,
5113,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,,1.556186,1.807178,0,
5114,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,,1.556186,1.711094,0,
5115,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,1.86,1.556186,1.69055,25689,90
5116,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,,1.556186,1.633171,0,
5117,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,,1.556186,1.61388,0,
5118,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,0.67,1.556186,1.576632,82103,134
5119,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,,1.556186,1.549256,0,
5120,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,,1.556186,0.491683,0,
5121,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,,1.556186,0.481433,0,
5122,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,,1.556186,0.245236,0,
5123,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,,1.556186,0.21377,81829,
5124,10,242,6,219,5,722,108,120,715,106,118,682,186,789,125,54,1592,0,1,41,7,,1.556186,0.104173,132693,
5125,1,65,15,59,1,670,157,77,667,157,77,436,40,619,202,6,1523,0,3,31,6,,1.502395,-5.450091,0,
5126,0,21,2,14,0,208,16,17,206,16,17,138,50,216,73,0,347,0,1,8,0,,1.556186,0.003322,0,
5127,2,74,4,70,1,201,129,79,200,129,78,230,26,266,37,19,259,0,0,5,2,,1.556186,-0.018868,16031,
5128,2,74,4,70,1,201,129,79,200,129,78,230,26,266,37,19,259,0,0,5,2,,1.502395,-4.22237,243180,
5129,2,74,4,70,1,201,129,79,200,129,78,230,26,266,37,19,259,0,0,5,2,,1.502395,-6.503436,116100,
5130,6,89,3,85,2,328,19,79,327,19,78,325,132,484,35,23,528,0,0,18,1,,1.502395,0,127550,
5131,6,89,3,85,2,328,19,79,327,19,78,325,132,484,35,23,528,0,0,18,1,,1.502395,0,126823,
5132,6,89,3,85,2,328,19,79,327,19,78,325,132,484,35,23,528,0,0,18,1,,1.502395,0,104951,
5133,6,89,3,85,2,328,19,79,327,19,78,325,132,484,35,23,528,0,0,18,1,,1.502395,1.306122,0,
5134,6,89,3,85,2,328,19,79,327,19,78,325,132,484,35,23,528,0,0,18,1,,1.502395,1.037114,57715,
5135,6,89,3,85,2,328,19,79,327,19,78,325,132,484,35,23,528,0,0,18,1,,1.502395,0.6746,115468,
5136,1,44,0,35,0,103,29,37,98,29,37,115,25,125,17,24,108,0,15,18,0,,1.556186,0,206980,
5137,0,11,1,5,1,124,4,10,121,3,9,93,28,134,4,1,175,0,0,3,2,,1.502395,0,0,
5138,0,11,1,5,1,124,4,10,121,3,9,93,28,134,4,1,175,0,0,3,2,,1.502395,-0.645594,59886,
5139,6,85,8,71,3,349,109,80,341,108,77,387,120,436,72,21,918,0,4,63,9,,1.556186,-0.668588,34782,
5140,6,85,8,71,3,349,109,80,341,108,77,387,120,436,72,21,918,0,4,63,9,,1.556186,-0.637363,0,
5141,6,85,8,71,3,349,109,80,341,108,77,387,120,436,72,21,918,0,4,63,9,,1.556186,-2.865039,54664,
5142,6,85,8,71,3,349,109,80,341,108,77,387,120,436,72,21,918,0,4,63,9,,1.746823,2.319239,91928,
5143,6,85,8,71,3,349,109,80,341,108,77,387,120,436,72,21,918,0,4,63,9,,1.746823,1.560455,153954,
5144,6,85,8,71,3,349,109,80,341,108,77,387,120,436,72,21,918,0,4,63,9,,1.556186,-3.438047,27649,
5145,6,85,8,71,3,349,109,80,341,108,77,387,120,436,72,21,918,0,4,63,9,,1.746823,2.013775,0,
5146,6,85,8,71,3,349,109,80,341,108,77,387,120,436,72,21,918,0,4,63,9,,1.746823,1.813881,35033,
5147,6,85,8,71,3,349,109,80,341,108,77,387,120,436,72,21,918,0,4,63,9,,1.502395,-7.631724,2117,
5148,6,85,8,71,3,349,109,80,341,108,77,387,120,436,72,21,918,0,4,63,9,,1.502395,-6.714806,142733,
5149,4,39,5,32,0,250,7,29,247,7,29,218,53,328,11,4,239,0,3,7,1,,1.502395,-3.746063,0,
5150,4,39,5,32,0,250,7,29,247,7,29,218,53,328,11,4,239,0,3,7,1,,1.502395,-3.530612,0,
5151,4,39,5,32,0,250,7,29,247,7,29,218,53,328,11,4,239,0,3,7,1,,1.502395,-3.219966,0,
5152,4,39,5,32,0,250,7,29,247,7,29,218,53,328,11,4,239,0,3,7,1,,1.502395,-3.059486,0,
5153,4,39,5,32,0,250,7,29,247,7,29,218,53,328,11,4,239,0,3,7,1,,1.502395,-2.714693,0,
5154,1,17,0,17,0,100,12,24,100,12,23,117,14,57,1,13,154,0,0,8,2,,1.556186,0,120629,
5155,6,113,0,107,0,316,120,46,314,120,44,473,172,730,134,25,327,1,4,84,0,,1.524239,8.416196,1875070,
5156,6,113,0,107,0,316,120,46,314,120,44,473,172,730,134,25,327,1,4,84,0,,1.556186,-7.403701,205715,
5157,6,113,0,107,0,316,120,46,314,120,44,473,172,730,134,25,327,1,4,84,0,2.08,1.556186,-7.16313,58771,87
5158,6,113,0,107,0,316,120,46,314,120,44,473,172,730,134,25,327,1,4,84,0,,1.556186,-7.027977,0,
5159,6,113,0,107,0,316,120,46,314,120,44,473,172,730,134,25,327,1,4,84,0,,1.556186,-4.352135,0,
5160,6,113,0,107,0,316,120,46,314,120,44,473,172,730,134,25,327,1,4,84,0,,1.556186,-4.325991,0,
5161,6,113,0,107,0,316,120,46,314,120,44,473,172,730,134,25,327,1,4,84,0,0.67,1.556186,-4.178723,101923,88
5162,6,113,0,107,0,316,120,46,314,120,44,473,172,730,134,25,327,1,4,84,0,0.67,1.556186,-4.056327,101553,166
5163,1,8,1,5,1,105,3,8,103,3,8,64,23,90,3,0,93,0,0,4,0,,1.502395,1.598187,0,
5164,6,81,6,74,3,387,44,72,384,44,72,339,102,400,66,29,290,0,3,27,7,,1.524239,0.365854,274523,
5165,6,81,6,74,3,387,44,72,384,44,72,339,102,400,66,29,290,0,3,27,7,,1.524239,0.181087,195999,
5166,6,81,6,74,3,387,44,72,384,44,72,339,102,400,66,29,290,0,3,27,7,,1.524239,-0.771951,387749,
5167,6,81,6,74,3,387,44,72,384,44,72,339,102,400,66,29,290,0,3,27,7,,1.524239,-0.677368,0,
5168,6,81,6,74,3,387,44,72,384,44,72,339,102,400,66,29,290,0,3,27,7,,1.524239,-0.564674,64514,
5169,6,81,6,74,3,387,44,72,384,44,72,339,102,400,66,29,290,0,3,27,7,,1.556186,-13.426424,181741,
5170,1,15,3,14,0,42,16,16,42,16,16,85,7,88,19,4,144,0,0,1,0,,1.502395,-1.746959,0,
5171,0,10,2,8,1,81,1,12,79,1,11,44,22,93,0,0,68,0,0,1,0,,1.502395,0,0,
5172,6,22,1,19,1,62,6,16,62,6,15,89,13,138,17,19,109,0,0,12,1,,1.502395,0,53201,
5173,6,22,1,19,1,62,6,16,62,6,15,89,13,138,17,19,109,0,0,12,1,2.08,1.502395,0,27336,29
5174,6,22,1,19,1,62,6,16,62,6,15,89,13,138,17,19,109,0,0,12,1,,1.502395,0,0,
5175,6,22,1,19,1,62,6,16,62,6,15,89,13,138,17,19,109,0,0,12,1,,1.502395,0,0,
5176,6,22,1,19,1,62,6,16,62,6,15,89,13,138,17,19,109,0,0,12,1,,1.524239,21.6,4564,
5177,6,22,1,19,1,62,6,16,62,6,15,89,13,138,17,19,109,0,0,12,1,,1.524239,13.348315,0,
5178,1,14,0,12,0,19,11,12,18,11,12,30,16,52,6,0,77,0,1,23,0,,1.502395,0,0,
5179,2,20,4,17,2,144,7,20,142,7,20,164,45,228,37,19,157,0,2,6,0,,1.556186,0,109857,
5180,2,20,4,17,2,144,7,20,142,7,20,164,45,228,37,19,157,0,2,6,0,,1.556186,1.590323,0,
5181,2,20,4,17,2,144,7,20,142,7,20,164,45,228,37,19,157,0,2,6,0,,1.502395,-2.741788,0,
5182,7,109,9,97,6,508,33,83,502,33,83,336,39,393,22,36,254,0,4,15,6,,1.524239,0,0,
5183,7,109,9,97,6,508,33,83,502,33,83,336,39,393,22,36,254,0,4,15,6,,1.524239,0,44544,37
5184,7,109,9,97,6,508,33,83,502,33,83,336,39,393,22,36,254,0,4,15,6,,1.524239,0,75846,
5185,7,109,9,97,6,508,33,83,502,33,83,336,39,393,22,36,254,0,4,15,6,,1.524239,-0.879945,198241,
5186,7,109,9,97,6,508,33,83,502,33,83,336,39,393,22,36,254,0,4,15,6,,1.524239,-0.704918,179965,
5187,7,109,9,97,6,508,33,83,502,33,83,336,39,393,22,36,254,0,4,15,6,,1.524239,7.991164,95017,
5188,7,109,9,97,6,508,33,83,502,33,83,336,39,393,22,36,254,0,4,15,6,,1.524239,2.845006,54504,
5189,3,23,1,14,1,212,32,19,207,32,19,158,42,262,30,33,152,0,0,10,8,,1.502395,0,26468,
5190,3,23,1,14,1,212,32,19,207,32,19,158,42,262,30,33,152,0,0,10,8,,1.502395,0,0,
5191,3,23,1,14,1,212,32,19,207,32,19,158,42,262,30,33,152,0,0,10,8,,1.502395,0,0,
5192,3,23,1,14,1,212,32,19,207,32,19,158,42,262,30,33,152,0,0,10,8,,1.502395,-0.676719,134108,
5193,3,23,1,14,1,212,32,19,207,32,19,158,42,262,30,33,152,0,0,10,8,,1.502395,-0.471825,307,
5194,3,23,1,14,1,212,32,19,207,32,19,158,42,262,30,33,152,0,0,10,8,,1.556186,4.434926,0,
5195,5,19,1,17,0,269,23,23,268,23,23,79,84,223,62,6,251,0,3,14,11,,1.524239,-0.529551,0,
5196,5,19,1,17,0,269,23,23,268,23,23,79,84,223,62,6,251,0,3,14,11,,1.556186,-7.034106,82962,
5197,5,19,1,17,0,269,23,23,268,23,23,79,84,223,62,6,251,0,3,14,11,2.08,1.556186,-6.696104,37363,113
5198,5,19,1,17,0,269,23,23,268,23,23,79,84,223,62,6,251,0,3,14,11,2.08,1.556186,-6.365432,41194,153
5199,5,19,1,17,0,269,23,23,268,23,23,79,84,223,62,6,251,0,3,14,11,,1.502395,-8.877531,151772,
5200,1,64,1,60,1,177,56,42,173,56,42,147,17,117,20,1,389,0,1,5,0,,1.502395,-2.890983,0,
5201,0,1,1,0,1,13,2,3,13,1,3,9,11,2,0,0,34,0,0,2,0,,1.502395,0,44398,
5202,1,50,10,46,9,184,29,62,183,29,62,163,13,178,54,38,231,0,0,1,0,,1.502395,0,219533,
5203,1,11,3,7,0,53,16,8,51,16,8,96,12,159,46,6,114,0,0,16,0,,1.502395,0,42010,
5204,1,11,3,7,0,53,16,8,51,16,8,96,12,159,46,6,114,0,0,16,0,,1.502395,0,0,
5205,0,379,26,359,19,1003,116,182,991,113,174,825,123,739,46,155,1301,0,1,8,9,,1.502395,-7.860493,0,
5206,0,379,26,359,19,1003,116,182,991,113,174,825,123,739,46,155,1301,0,1,8,9,,1.524239,9.509571,0,
5207,0,13,0,11,0,62,7,13,62,7,12,16,7,14,1,1,50,0,0,3,9,,1.556186,0,134423,
5208,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.524239,8.490287,972315,
5209,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.502395,-11.863248,20510,
5210,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.502395,-11.298331,0,
5211,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.502395,-11.020246,32977,
5212,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.502395,-11.174282,83991,
5213,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.502395,-10.570582,67877,
5214,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.502395,-9.541667,0,
5215,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.524239,13.371993,0,
5216,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.524239,12.430791,160237,
5217,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.524239,11.781794,168609,
5218,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.524239,10.09675,143291,
5219,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.524239,10.014413,0,
5220,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.556186,-5.013996,0,
5221,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.502395,-7.728726,195165,
5222,12,215,12,195,6,970,59,109,964,58,109,879,174,1134,178,27,1012,0,7,36,6,,1.502395,-7.157773,294350,
5223,6,105,3,101,3,402,19,84,402,19,83,342,74,382,57,52,221,0,0,13,3,,1.746823,0,0,
5224,6,105,3,101,3,402,19,84,402,19,83,342,74,382,57,52,221,0,0,13,3,,1.746823,-0.668022,63285,
5225,6,105,3,101,3,402,19,84,402,19,83,342,74,382,57,52,221,0,0,13,3,,1.746823,-0.287296,142128,
